Identificador del model,Nom del model,Tipus de vehicle,Identificador de la marca
25270,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE COM-P PAN-P,Turisme,105
25271,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P,Turisme,105
25272,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P COM-P,Turisme,105
25273,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P COM-P PAN-P,Turisme,105
25274,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P DRI-P,Turisme,105
25275,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P DRI-P COM-P,Turisme,105
25276,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P DRI-P COM-P PAN-P,Turisme,105
25277,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P DRI-P PAN-P,Turisme,105
25278,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P PAN-P,Turisme,105
25279,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE DRI-P,Turisme,105
25280,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE DRI-P COM-P,Turisme,105
25281,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE DRI-P COM-P PAN-P,Turisme,105
25282,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE DRI-P PAN-P,Turisme,105
25283,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE PAN-P,Turisme,105
25284,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA COM-P,Turisme,105
25285,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA COM-P PAN-P,Turisme,105
25286,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA CON-P COM-P,Turisme,105
25287,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA CON-P COM-P PAN-P,Turisme,105
25288,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA CON-P DRI-P COM-P,Turisme,105
25393,MAZDA 2 1.3 Active 5p,Turisme,105
25289,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA CON-P DRI-P COM-P PAN-P,Turisme,105
25290,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA DRI-P COM-P,Turisme,105
25291,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA DRI-P COM-P PAN-P,Turisme,105
25292,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI COM-P,Turisme,105
25293,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI COM-P PAN-P,Turisme,105
25294,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI CON-P COM-P,Turisme,105
25295,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI CON-P COM-P PAN-P,Turisme,105
25296,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI CON-P DRI-P COM-P,Turisme,105
25297,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI CON-P DRI-P COM-P PAN-P,Turisme,105
25298,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI DRI-P COM-P,Turisme,105
25299,CX-60 2022 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI DRI-P COM-P PAN-P,Turisme,105
25300,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE,Turisme,105
25301,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE COM-P,Turisme,105
25302,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE COM-P + PAN-P,Turisme,105
25303,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE CON-P,Turisme,105
25304,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE CON-P + COM-P,Turisme,105
25305,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE CON-P + COM-P + PAN-P,Turisme,105
25306,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE CON-P + DRI-P,Turisme,105
25307,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE CON-P + DRI-P + COM-P,Turisme,105
25308,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE CON-P + DRI-P + COM-P + PAN-P,Turisme,105
25309,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE CON-P + DRI-P + PAN-P,Turisme,105
25310,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE CON-P + PAN-P,Turisme,105
25311,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE DRI-P,Turisme,105
25312,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE DRI-P + COM-P,Turisme,105
25313,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE DRI-P + COM-P + PAN-P,Turisme,105
25314,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE DRI-P + PAN-P,Turisme,105
25315,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD EXCLUSIVE-LINE PAN-P,Turisme,105
25316,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD HOMURA,Turisme,105
25317,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD HOMURA CON-P,Turisme,105
25318,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD HOMURA CON-P + PAN-P,Turisme,105
25319,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD HOMURA PAN-P,Turisme,105
25320,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD PRIME-LINE,Turisme,105
25321,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD TAKUMI,Turisme,105
25322,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD TAKUMI CON-P,Turisme,105
25323,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD TAKUMI CON-P + PAN-P,Turisme,105
25324,CX-60 2024 2.5L e-SKYACTIV PHEV 241 kW (327 CV) 8AT AWD TAKUMI PAN-P,Turisme,105
25325,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE,Turisme,105
25326,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE COM-P,Turisme,105
25327,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE COM-P + PAN-P,Turisme,105
25328,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE CON-P,Turisme,105
25329,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE CON-P + COM-P,Turisme,105
25330,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE CON-P + COM-P + PAN-P,Turisme,105
25331,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE CON-P + DRI-P,Turisme,105
25332,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE CON-P + DRI-P + COM-P,Turisme,105
25333,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE CON-P + DRI-P + COM-P + PAN-P,Turisme,105
25334,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE CON-P + DRI-P + PAN-P,Turisme,105
25335,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE CON-P + PAN-P,Turisme,105
25336,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE DRI-P,Turisme,105
25394,MAZDA 2 1.3 Active+ DSC 3p,Turisme,105
25337,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE DRI-P + COM-P,Turisme,105
25338,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE DRI-P + COM-P + PAN-P,Turisme,105
25339,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE DRI-P + PAN-P,Turisme,105
25340,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD EXCLUSIVE-LINE PAN-P,Turisme,105
25341,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD HOMURA,Turisme,105
25342,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD HOMURA CON-P,Turisme,105
25343,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD HOMURA CON-P + PAN-P,Turisme,105
25344,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD HOMURA PAN-P,Turisme,105
25345,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD PRIME-LINE,Turisme,105
25346,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD TAKUMI,Turisme,105
25347,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD TAKUMI CON-P,Turisme,105
25348,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD TAKUMI CON-P + PAN-P,Turisme,105
25349,CX-60 2024 3.3L e-SKYACTIV D MHEV 147 kW (200 CV) 8AT 2WD TAKUMI PAN-P,Turisme,105
25350,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE,Turisme,105
25351,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE COM-P,Turisme,105
25352,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE COM-P + PAN-P,Turisme,105
25353,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P,Turisme,105
25354,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P + COM-P,Turisme,105
25355,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P + COM-P + PAN-P,Turisme,105
25356,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P + DRI-P,Turisme,105
25357,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P + DRI-P + COM-P,Turisme,105
25358,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P + DRI-P + COM-P + PAN-P,Turisme,105
25359,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P + DRI-P + PAN-P,Turisme,105
25360,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE CON-P + PAN-P,Turisme,105
25361,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE DRI-P,Turisme,105
25362,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE DRI-P + COM-P,Turisme,105
25363,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE DRI-P + COM-P + PAN-P,Turisme,105
25364,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE DRI-P + PAN-P,Turisme,105
25365,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD EXCLUSIVE-LINE PAN-P,Turisme,105
25366,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA,Turisme,105
25367,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA CON-P,Turisme,105
25368,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA CON-P + PAN-P,Turisme,105
25369,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD HOMURA PAN-P,Turisme,105
25370,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI,Turisme,105
25371,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI CON-P,Turisme,105
25372,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI CON-P + PAN-P,Turisme,105
25373,CX-60 2024 3.3L e-SKYACTIV D MHEV 187 kW (254 CV) 8AT 4WD TAKUMI PAN-P,Turisme,105
25374,CX-7 2.2 CRTD Active,Turisme,105
25375,CX-7 2.2 CRTD Active+,Turisme,105
25376,CX-7 2.2 CRTD Luxury,Turisme,105
25377,CX-7 2.2 CRTD Pulse,Turisme,105
25378,CX-7 2.2 CRTD Style,Turisme,105
25379,CX-7 2.3 DISI Luxury,Turisme,105
25380,CX-7 2.3 Sportive Turbo,Turisme,105
25381,CX-9 3.7 FL,Turisme,105
25382,CX-9 3.7 Luxury 273,Turisme,105
25383,DEMIO 1.3,Turisme,105
25384,DEMIO 1.5 16v,Turisme,105
25385,MAZDA 2 (2022) e-SKYACTIV G 1.5 66 kW (90 CV) MT Homura,Turisme,105
25386,MAZDA 2 (2022) e-SKYACTIV G 1.5 66 kW (90 CV) MT Origin,Turisme,105
25387,MAZDA 2 (2022) e-SKYACTIV G 1.5 66 kW (90 CV) MT Signature,Turisme,105
25388,MAZDA 2 (2022) e-SKYACTIV G 1.5 66 kW (90 CV) MT Zenith,Turisme,105
25389,MAZDA 2 1.2 16v Active,Turisme,105
25390,MAZDA 2 1.2 Active,Turisme,105
25391,MAZDA 2 1.3 Active / Pulse 5p,Turisme,105
25395,MAZDA 2 1.3 Active+ DSC 5p,Turisme,105
25396,MAZDA 2 1.3 Active+ Pack Premium 3p,Turisme,105
25397,MAZDA 2 1.3 Active+ Pack Premium 5p,Turisme,105
25398,MAZDA 2 1.3 Active+ Pack Premium DSC 3p,Turisme,105
25399,MAZDA 2 1.3 Active+ Pack Premium DSC 5p,Turisme,105
25400,MAZDA 2 1.3 Active+86 3p,Turisme,105
25401,MAZDA 2 1.3 Active+86 5p,Turisme,105
25402,MAZDA 2 1.3 Iruka 5p,Turisme,105
25403,MAZDA 2 1.3 Iruka 84,Turisme,105
25404,MAZDA 2 1.3 Sakura 5p,Turisme,105
25405,MAZDA 2 1.3 Style 3p/5p,Turisme,105
25406,MAZDA 2 1.3 Style 86 3p,Turisme,105
25407,MAZDA 2 1.3 Style 86 5p,Turisme,105
25408,MAZDA 2 1.3 Style+ 3p/5p,Turisme,105
25409,MAZDA 2 1.4 16v Active +,Turisme,105
25410,MAZDA 2 1.4 16v Active + Aut,Turisme,105
25411,MAZDA 2 1.4 Active +,Turisme,105
25412,MAZDA 2 1.4 Active + ASM,Turisme,105
25413,MAZDA 2 1.4 CRTD Active,Turisme,105
25414,MAZDA 2 1.4 CRTD Active (2003),Turisme,105
25415,MAZDA 2 1.4 CRTD Active + 3p,Turisme,105
25416,MAZDA 2 1.4 CRTD Active + 5p,Turisme,105
25417,MAZDA 2 1.4 CRTD Active 3p,Turisme,105
25418,MAZDA 2 1.4 CRTD Active 5p,Turisme,105
25419,MAZDA 2 1.4 CRTD Sportive,Turisme,105
25420,MAZDA 2 1.4 CRTD Sportive (2003),Turisme,105
25421,MAZDA 2 1.4 CRTD Style 3p,Turisme,105
25422,MAZDA 2 1.4 CRTD Style 5p,Turisme,105
25423,MAZDA 2 1.5 GE 55 kW (75 cv) MT Style,Turisme,105
25424,MAZDA 2 1.5 GE 55 kW (75 cv) MT Style+,Turisme,105
25425,MAZDA 2 1.5 GE 55 kW (75 cv) MT Style+ (Navi),Turisme,105
25426,MAZDA 2 1.5 Luxury (Navi) 115,Turisme,105
25427,MAZDA 2 1.5 Luxury (Navi) 90,Turisme,105
25428,MAZDA 2 1.5 Luxury (Navi) Aut. 90,Turisme,105
25429,MAZDA 2 1.5 Luxury + Safety (Navi) 115,Turisme,105
25430,MAZDA 2 1.5 Luxury + Safety (Navi) 90,Turisme,105
25431,MAZDA 2 1.5 Luxury + Safety + Prem. White (Navi) 115,Turisme,105
25432,MAZDA 2 1.5 Luxury + Safety + Prem. White (Navi) 90,Turisme,105
25433,MAZDA 2 1.5 Luxury + Safety + Prem. White 115,Turisme,105
25434,MAZDA 2 1.5 Luxury + Safety + Prem. White 90,Turisme,105
25435,MAZDA 2 1.5 Luxury + Safety 115,Turisme,105
25436,MAZDA 2 1.5 Luxury + Safety 90,Turisme,105
25437,MAZDA 2 1.5 Luxury 115,Turisme,105
25438,MAZDA 2 1.5 Luxury 90,Turisme,105
25439,MAZDA 2 1.5 Luxury Aut. 90,Turisme,105
25440,MAZDA 2 1.5 Sportive 3p,Turisme,105
25441,MAZDA 2 1.5 Sportive 3p/5p,Turisme,105
25442,MAZDA 2 1.5 Sportive 5p,Turisme,105
25443,MAZDA 2 1.5 Style 75,Turisme,105
25444,MAZDA 2 1.5 Style 90,Turisme,105
25445,MAZDA 2 1.5 Style+ (Navi) 75,Turisme,105
25446,MAZDA 2 1.5 Style+ (Navi) 90,Turisme,105
25447,MAZDA 2 1.5 Style+ 5p,Turisme,105
25448,MAZDA 2 1.5 Style+ 75,Turisme,105
25449,MAZDA 2 1.5 Style+ 90,Turisme,105
25450,MAZDA 2 1.5 Style+ Aut. 5p,Turisme,105
25451,MAZDA 2 1.5 Style+ Confort (Navi) 90,Turisme,105
25452,MAZDA 2 1.5 Style+ Confort (Navi) Aut. 90,Turisme,105
25453,MAZDA 2 1.5 Style+ Confort 75,Turisme,105
25454,MAZDA 2 1.5 Style+ Confort 90,Turisme,105
25455,MAZDA 2 1.5 Style+ Confort Aut. 90,Turisme,105
25456,MAZDA 2 1.5 Style+ Confort Red (Navi) 90,Turisme,105
25457,MAZDA 2 1.5 Style+ Confort Red 90,Turisme,105
25458,MAZDA 2 1.5 Style+ Confort(Navi) 75,Turisme,105
25459,MAZDA 2 1.5D Luxury,Turisme,105
25460,MAZDA 2 1.5D Luxury Navegador,Turisme,105
25461,MAZDA 2 1.5D Luxury Pack Safety,Turisme,105
25462,MAZDA 2 1.5D Luxury Pack Safety + Cuero blanco,Turisme,105
25463,MAZDA 2 1.5D Luxury Pack Safety + Cuero blanco Navegador,Turisme,105
25464,MAZDA 2 1.5D Luxury Pack Safety Navegador,Turisme,105
25465,MAZDA 2 1.5D Style,Turisme,105
25467,MAZDA 2 1.5D Style+ Confort,Turisme,105
25468,MAZDA 2 1.5D Style+ Confort Navegador,Turisme,105
25469,MAZDA 2 1.5D Style+ Confort Red,Turisme,105
25470,MAZDA 2 1.5D Style+ Confort Red Navegador,Turisme,105
25471,MAZDA 2 1.5D Style+ Navegador,Turisme,105
25472,MAZDA 2 1.6 16v Sportive,Turisme,105
25473,MAZDA 2 1.6 CRTD Active + 3p,Turisme,105
25474,MAZDA 2 1.6 CRTD Active + 5p,Turisme,105
25475,MAZDA 2 1.6 CRTD Sportive 3p,Turisme,105
25476,MAZDA 2 1.6 CRTD Sportive 5p,Turisme,105
25477,MAZDA 2 1.6 CRTD Sportive 5p (2008),Turisme,105
25478,MAZDA 2 1.6 CRTD Style 3p,Turisme,105
25479,MAZDA 2 1.6 CRTD Style 5p,Turisme,105
25480,MAZDA 2 1.6 CRTD Style 5p (2008),Turisme,105
25481,MAZDA 2 1.6 CRTD Style+ 5p,Turisme,105
25482,MAZDA 2 1.6 Sportive,Turisme,105
25483,MAZDA 2 2 1.5 Pulse 75,Turisme,105
25484,MAZDA 2 DE 1.5 77 kW (105 cv) MT Luxury,Turisme,105
25485,MAZDA 2 DE 1.5 77 kW (105 cv) MT Luxury (Navi),Turisme,105
25486,MAZDA 2 DE 1.5 77 kW (105 cv) MT Style+ Confort,Turisme,105
25487,MAZDA 2 DE 1.5 77 kW (105 cv) MT Style+ Confort (Navi),Turisme,105
25488,MAZDA 2 GE 1.5 55 kW (75 cv) MT Style+ Confort,Turisme,105
25489,MAZDA 2 GE 1.5 55 kW (75 cv) MT Style+ Confort (Navi),Turisme,105
25490,MAZDA 2 GE 1.5 66 kW (90 cv) AT Luxury,Turisme,105
25491,MAZDA 2 GE 1.5 66 kW (90 cv) AT Luxury (Navi),Turisme,105
25492,MAZDA 2 GE 1.5 66 kW (90 cv) AT Style+ Confort,Turisme,105
25493,MAZDA 2 GE 1.5 66 kW (90 cv) AT Style+ Confort (Navi),Turisme,105
25494,MAZDA 2 GE 1.5 66 kW (90 cv) MT Luxury,Turisme,105
25495,MAZDA 2 GE 1.5 66 kW (90 cv) MT Luxury (Navi),Turisme,105
25496,MAZDA 2 GE 1.5 66 kW (90 cv) MT Luxury Safety,Turisme,105
25497,MAZDA 2 GE 1.5 66 kW (90 cv) MT Luxury Safety (Navi),Turisme,105
25498,MAZDA 2 GE 1.5 66 kW (90 cv) MT Luxury Safety White,Turisme,105
25499,MAZDA 2 GE 1.5 66 kW (90 cv) MT Luxury Safety White (Navi),Turisme,105
25500,MAZDA 2 GE 1.5 66 kW (90 cv) MT Sport Red Edition,Turisme,105
25501,MAZDA 2 GE 1.5 66 kW (90 cv) MT Sport Red Edition (Navi),Turisme,105
25502,MAZDA 2 GE 1.5 66 kW (90 cv) MT Style,Turisme,105
25503,MAZDA 2 GE 1.5 66 kW (90 cv) MT Style+,Turisme,105
25504,MAZDA 2 GE 1.5 66 kW (90 cv) MT Style+ (Navi),Turisme,105
25505,MAZDA 2 GE 1.5 66 kW (90 cv) MT Style+ Confort,Turisme,105
25506,MAZDA 2 GE 1.5 66 kW (90 cv) MT Style+ Confort (Navi),Turisme,105
25507,MAZDA 2 GE 1.5 85 kW (115 cv) MT Luxury,Turisme,105
25508,MAZDA 2 GE 1.5 85 kW (115 cv) MT Luxury (Navi),Turisme,105
25509,MAZDA 2 GE 1.5 85 kW (115 cv) MT Luxury Safety,Turisme,105
25510,MAZDA 2 GE 1.5 85 kW (115 cv) MT Luxury Safety (Navi),Turisme,105
25511,MAZDA 2 GE 1.5 85 kW (115 cv) MT Luxury Safety White,Turisme,105
25512,MAZDA 2 GE 1.5 85 kW (115 cv) MT Luxury Safety White (Navi),Turisme,105
25513,MAZDA 2 SKYACTIV-G 1.5 55 kW (75 CV) MT Black Tech Edition,Turisme,105
25514,MAZDA 2 SKYACTIV-G 1.5 55 kW (75 CV) MT Black Tech Edition Navi,Turisme,105
25515,MAZDA 2 SKYACTIV-G 1.5 55 kW (75 CV) MT Business,Turisme,105
25516,MAZDA 2 SKYACTIV-G 1.5 55 kW (75 CV) MT Evolution,Turisme,105
25517,MAZDA 2 SKYACTIV-G 1.5 55 kW (75 CV) MT Evolution Navi,Turisme,105
25518,MAZDA 2 SKYACTIV-G 1.5 55 kW (75 CV) MT Origin,Turisme,105
25519,MAZDA 2 SKYACTIV-G 1.5 55 kW (75 CV) MT Origin Navi,Turisme,105
25520,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) 6MT 100 Aniversario,Turisme,105
25521,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) AT Black Tech Edition,Turisme,105
25522,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) AT Black Tech Edition (2020),Turisme,105
25523,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) AT Black Tech Edition (2021),Turisme,105
25524,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) AT Black Tech Edition Navi,Turisme,105
25525,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) AT Evolution,Turisme,105
25526,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) AT Evolution Navi,Turisme,105
25527,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) AT Zenith,Turisme,105
25528,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) AT Zenith Navi,Turisme,105
25529,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Black Tech Edition,Turisme,105
25530,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Black Tech Edition (2020),Turisme,105
25531,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Black Tech Edition (2021),Turisme,105
25532,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Black Tech Edition Navi,Turisme,105
25533,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Business,Turisme,105
25534,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Evolution,Turisme,105
25535,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Evolution Navi,Turisme,105
25536,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Origin,Turisme,105
25537,MAZDA 2 SKYACTIV-G 1.5 66 kW (90 CV) MT Origin (2020),Turisme,105
