Identificador del model,Nom del model,Tipus de vehicle,Identificador de la marca
11689,JUMPY COMBI Talla XS BlueHDi 100 S&S 6v Confort(137 CO2),Turisme,32
11690,JUMPY COMBI Talla XS BlueHDi 120 S&S 6v Confort,Turisme,32
11691,JUMPY Multispace 1.6 HDI Mixto 90 5/6p,Turisme,32
11692,JUMPY Multispace 1.6 HDI Mixto 90 5/6p Business,Turisme,32
11693,JUMPY Multispace 2.0 HDI Attraction 125 5/9p,Turisme,32
11694,JUMPY Multispace 2.0 HDI Attraction 125 5/9p Business,Turisme,32
11695,JUMPY Multispace 2.0 HDI Attraction L 125 5/9p,Turisme,32
11696,JUMPY Multispace 2.0 HDI Attraction L 125 5/9p Business,Turisme,32
11697,JUMPY Multispace 2.0 HDI Business L 125 5/6p,Turisme,32
11698,JUMPY Multispace 2.0 HDI Millenium 125 5/8p,Turisme,32
11699,JUMPY Multispace 2.0 HDI Millenium L 125 5/8p,Turisme,32
11700,JUMPY Multispace 2.0 HDI Millenium L 160 5/8p,Turisme,32
11701,JUMPY Multispace 2.0 HDI Millenium L 160 5/8p Aut,Turisme,32
11702,JUMPY Multispace 2.0 HDI Mixto 125 5/6p,Turisme,32
11703,JUMPY Multispace 2.0 HDI Mixto 125 5/6p Business,Turisme,32
11704,JUMPY Multispace 2.0 HDI Mixto L 125 5/6p,Turisme,32
11705,JUMPY Multispace 2.0 HDI Seduction 125 5/8p,Turisme,32
11706,JUMPY Multispace 2.0 HDI Seduction L 125 5/8p,Turisme,32
11707,My Ami Peps,Turisme,32
11708,NEMO COMBI 1.2 HDI SX Plus / Seduction,Turisme,32
11709,NEMO COMBI 1.2 HDI X / Attraction,Turisme,32
11710,NEMO COMBI 1.2 HDI XTR Plus,Turisme,32
11711,NEMO COMBI 1.4 HDI 75 SX,Turisme,32
11712,NEMO COMBI 1.4 HDI 75 SX Plus,Turisme,32
11713,NEMO COMBI 1.4 HDI SX,Turisme,32
11714,"NEMO COMBI 1.4 HDI SX (4,75)",Turisme,32
11715,NEMO COMBI 1.4 HDI SX Plus,Turisme,32
11716,NEMO COMBI 1.4 HDI X,Turisme,32
11717,"NEMO COMBI 1.4 HDI X (4,75)",Turisme,32
11718,NEMO COMBI 1.4 HDI XTR,Turisme,32
11719,"NEMO COMBI 1.4 HDI XTR (4,75)",Turisme,32
11720,NEMO COMBI 1.4 HDI XTR 55kW,Turisme,32
11721,NEMO COMBI 1.4i Attraction,Turisme,32
11722,NEMO COMBI 1.4i Seduction,Turisme,32
11723,NEMO COMBI 1.4i SX,Turisme,32
11724,NEMO COMBI 1.4i SX Plus,Turisme,32
11725,NEMO COMBI 1.4i X,Turisme,32
11726,NEMO COMBI 1.4i X 73cv,Turisme,32
11727,NEMO COMBI 1.4i XTR,Turisme,32
11728,NEMO MULTISPACE 1.2 HDi Attraction,Turisme,32
11729,NEMO MULTISPACE 1.2 HDi Attraction 80,Turisme,32
11730,NEMO MULTISPACE 1.2 HDi Seduction,Turisme,32
11731,NEMO MULTISPACE 1.2 HDi Seduction 80,Turisme,32
11732,NEMO MULTISPACE 1.2 HDi XTR Plus,Turisme,32
11733,NEMO MULTISPACE 1.2 HDi XTR Plus 80,Turisme,32
11734,NEMO MULTISPACE HDi Attraction 75,Turisme,32
11735,NEMO MULTISPACE HDi Seduction 75,Turisme,32
11736,NEMO MULTISPACE HDi XTR Plus 75,Turisme,32
11737,Nueva Ë-JUMPER eléctrica 37 kWh 35 L2H2 Heavy,Turisme,32
11738,Nueva Ë-JUMPER eléctrica 70 kWh 35 L3H2 Heavy,Turisme,32
11739,Nuevo Berlingo Talla M BlueHDi 100 S&S 6v YOU N1,Turisme,32
11740,Nuevo Berlingo Talla M PureTech 110 S&S 6v Feel,Turisme,32
11741,Nuevo Berlingo Talla M BlueHDi 100 S&S 6v PLUS,Turisme,32
11742,Nuevo Berlingo Talla M BlueHDi 100 S&S 6v PLUS N1,Turisme,32
11743,Nuevo Berlingo Talla M BlueHDi 130 S&S 6v MAX,Turisme,32
11744,Nuevo Berlingo Talla M BlueHDi 130 S&S 6v PLUS N1,Turisme,32
11745,Nuevo Berlingo Talla M BlueHDi 130 S&S EAT8 MAX,Turisme,32
11746,Nuevo Berlingo Talla M BlueHDi 130 S&S EAT8 PLUS N1,Turisme,32
11747,Nuevo Berlingo Talla M PureTech 110 S&S 6v PLUS N1,Turisme,32
11748,Nuevo Berlingo Talla M PureTech 110 S&S 6v YOU N1,Turisme,32
11749,Nuevo Berlingo Talla XL BlueHDi 100 S&S 6v PLUS N1,Turisme,32
11750,Nuevo Berlingo Talla XL BlueHDi 100 S&S 6v YOU N1,Turisme,32
11751,Nuevo Berlingo Talla XL BlueHDi 130 S&S 6v MAX,Turisme,32
11752,Nuevo Berlingo Talla XL PureTech 110 S&S 6v YOU N1,Turisme,32
11753,Nuevo C3 AIRCROSS PureTech 100 BVM6 YOU,Turisme,32
11754,Nuevo C3 AIRCROSS PureTech 100 BVM6 YOU PACK PLUS,Turisme,32
11755,Nuevo C3 AIRCROSS Turbo 100 BVM6 YOU,Turisme,32
11756,Nuevo C3 AIRCROSS Turbo 100 BVM6 YOU PACK PLUS,Turisme,32
11757,Nuevo C5 X Plug In Hybrid 180 FEEL PACK,Turisme,32
11758,Nuevo C5 X Plug In Hybrid 180 SHINE,Turisme,32
11759,Nuevo C5 X Plug In Hybrid 225 FEEL PACK,Turisme,32
11760,Nuevo C5 X Plug In Hybrid 225 SHINE,Turisme,32
11761,Nuevo C5 X Plug In Hybrid 225 SHINE PACK,Turisme,32
11762,Nuevo Citroen C3 Puretech 100 S&S 6v Max,Turisme,32
11763,Nuevo Citroen C3 Puretech 100 S&S 6v You,Turisme,32
11764,Nuevo Citroen C3 Turbo 100 S&S 6v Max,Turisme,32
11765,Nuevo Citroen C3 Turbo 100 S&S 6v You,Turisme,32
11766,Nuevo Citroen ë-C3 Eléctrico Max,Turisme,32
11767,Nuevo Citroen ë-C3 Eléctrico You,Turisme,32
11768,Nuevo ë-Berlingo eléctrico 50 kWh Talla M Feel Pack,Turisme,32
11769,Nuevo ë-Berlingo eléctrico 50 kWh Talla M Live Pack,Turisme,32
11770,Nuevo ë-Berlingo eléctrico 50 kWh Talla M Shine,Turisme,32
11771,Nuevo ë-Berlingo eléctrico 50 kWh Talla XL Feel Pack,Turisme,32
11772,Nuevo ë-Berlingo Talla M eléctrico 50 kWh MAX,Turisme,32
11773,Nuevo ë-Berlingo Talla M eléctrico 50 kWh PLUS,Turisme,32
11774,Nuevo ë-Berlingo Talla XL eléctrico 50 kWh MAX,Turisme,32
11775,Nuevo ë-Berlingo Talla XL eléctrico 50 kWh PLUS,Turisme,32
11776,Nuevo e-C3 AIRCROSS Eléctrico 113cv MAX,Turisme,32
11777,Nuevo e-C3 AIRCROSS Eléctrico 113cv YOU,Turisme,32
11778,Nuevo e-C3 AIRCROSS Eléctrico 113cv YOU PACK PLUS,Turisme,32
11779,Nuevo ë-JUMPY Combi Talla M 50 KWh,Turisme,32
11780,Nuevo ë-JUMPY Combi Talla M 75 KWh,Turisme,32
11781,Nuevo ë-Jumpy Combi Talla M eléctrico 100 kW Batería 50kWh,Turisme,32
11782,Nuevo ë-Jumpy Combi Talla M eléctrico 100 kW Batería 75kWh,Turisme,32
11783,Nuevo ë-JUMPY Combi Talla XL 75 KWh,Turisme,32
11784,Nuevo ë-Jumpy Combi Talla XL eléctrico 100 kW Batería 50kWh,Turisme,32
11785,Nuevo ë-Jumpy Combi Talla XL eléctrico 100 kW Batería 75kWh,Turisme,32
11786,Nuevo ë-SpaceTourer MAX Talla M eléctrico 100kW Batería 75kWh,Turisme,32
11787,Nuevo ë-SpaceTourer MAX Talla XL eléctrico 100kW Batería 75kWh,Turisme,32
11788,Nuevo ë-SpaceTourer PLUS Talla M eléctrico 100kW Batería 50kWh,Turisme,32
11789,Nuevo ë-SpaceTourer PLUS Talla M eléctrico 100kW Batería 75kWh,Turisme,32
11790,Nuevo ë-SpaceTourer PLUS Talla XL eléctrico 100kW Batería 50kWh,Turisme,32
11791,Nuevo ë-SpaceTourer PLUS Talla XL eléctrico 100kW Batería 75kWh,Turisme,32
11792,Nuevo Jumpy Combi Talla M BlueHDi 180 S&S EAT8,Turisme,32
11793,Nuevo Jumpy Combi Talla XL BlueHDi 180 S&S EAT8,Turisme,32
11794,Nuevo SpaceTourer MAX Talla M BlueHDi 180 S&S EAT8,Turisme,32
11795,Nuevo SpaceTourer MAX Talla XL BlueHDi 180 S&S EAT8,Turisme,32
11796,Nuevo SpaceTourer PLUS Talla M BlueHDi 180 S&S EAT8,Turisme,32
11797,Nuevo SpaceTourer PLUS Talla XL BlueHDi 180 S&S EAT8,Turisme,32
11798,SAXO 1.1i,Turisme,32
11799,SAXO 1.1i (1996),Turisme,32
11800,SAXO 1.4i,Turisme,32
11801,SAXO 1.4i (1999-),Turisme,32
11802,SAXO 1.4i SX AUT / VTS,Turisme,32
11803,SAXO 1.5 D,Turisme,32
11804,SAXO 1.5 D (1996),Turisme,32
11805,SAXO 1.6i,Turisme,32
11806,SAXO 1.6i VTS,Turisme,32
11807,SAXO 1.6i VTS 100,Turisme,32
11808,SAXO 1.6i VTS 16v,Turisme,32
11809,SAXO 1.6i VTS 16v (1996),Turisme,32
11810,SPACETOURER Talla M BlueHDi 120 S&S 6v Business,Turisme,32
11811,SPACETOURER Talla M BlueHDi 120 S&S 6v Feel,Turisme,32
11812,SPACETOURER Talla M BlueHDi 150 S&S 6v Business,Turisme,32
11813,SPACETOURER Talla M BlueHDi 150 S&S 6v Business Lounge,Turisme,32
11814,SPACETOURER Talla M BlueHDi 150 S&S 6v Feel,Turisme,32
11815,SPACETOURER Talla M BlueHDi 150 S&S 6v Rip Curl,Turisme,32
11816,SPACETOURER Talla M BlueHDi 150 S&S 6v Shine,Turisme,32
11817,SPACETOURER Talla M BlueHDi 180 S&S EAT8 Business,Turisme,32
13129,500 1.4 Lounge,Turisme,53
11818,SPACETOURER Talla M BlueHDi 180 S&S EAT8 Business Lounge,Turisme,32
11819,SPACETOURER Talla M BlueHDi 180 S&S EAT8 Business Lounge (143 CO2),Turisme,32
11820,SPACETOURER Talla M BlueHDi 180 S&S EAT8 Feel,Turisme,32
11821,SPACETOURER Talla M BlueHDi 180 S&S EAT8 Shine,Turisme,32
11822,SPACETOURER Talla XL BlueHDi 120 S&S 6v Business,Turisme,32
11823,SPACETOURER Talla XL BlueHDi 150 S&S 6v Business,Turisme,32
11824,SPACETOURER Talla XL BlueHDi 150 S&S 6v Feel,Turisme,32
11825,SPACETOURER Talla XL BlueHDi 180 S&S EAT8 Business Lounge,Turisme,32
11826,SPACETOURER Talla XL BlueHDi 180 S&S EAT8 Shine,Turisme,32
11827,SPACETOURER Talla XS BlueHDi 120 S&S 6v Business,Turisme,32
11828,SPACETOURER Talla XS BlueHDi 150 S&S 6v Feel,Turisme,32
11829,SUV AIRCROSSross BlueHdi 130 S&S 6v C Series,Turisme,32
11830,SUV AIRCROSSross BlueHdi 130 S&S EAT8 C Series,Turisme,32
11831,SUV AIRCROSSross BlueHdi 130 S&S EAT8 Shine,Turisme,32
11832,SUV AIRCROSSross BlueHdi 180 S&S EAT8 C Series,Turisme,32
11833,SUV C5 Aircross 1.2 PureTech 130 S&S 6v Feel,Turisme,32
11834,SUV C5 Aircross 1.2 PureTech 130 S&S 6v Live,Turisme,32
11835,SUV C5 Aircross 1.2 PureTech 130 S&S 6v Start,Turisme,32
11836,SUV C5 Aircross 1.2 PureTech 130 S&S EAT8 Feel,Turisme,32
11837,SUV C5 Aircross 1.2 PureTech 130 S&S EAT8 Shine,Turisme,32
11838,SUV C5 Aircross 1.5 BlueHdi 130 S&S 6v Feel,Turisme,32
11839,SUV C5 Aircross 1.5 BlueHdi 130 S&S 6v Live,Turisme,32
11840,SUV C5 Aircross 1.5 BlueHdi 130 S&S 6v Shine,Turisme,32
11841,SUV C5 Aircross 1.5 BlueHdi 130 S&S EAT8 Feel,Turisme,32
11842,SUV C5 Aircross 1.5 BlueHdi 130 S&S EAT8 Shine,Turisme,32
11843,SUV C5 Aircross 1.6 PureTech 180 S&S EAT8 Feel,Turisme,32
11844,SUV C5 Aircross 1.6 PureTech 180 S&S EAT8 Shine,Turisme,32
11845,SUV C5 Aircross 2.0 BlueHdi 180 S&S EAT8 Feel,Turisme,32
11846,SUV C5 Aircross 2.0 BlueHdi 180 S&S EAT8 Shine,Turisme,32
11847,SUV C5 Aircross PureTech 130 S&S 6v Shine,Turisme,32
11848,SUVAIRCROSSross BlueHdi 130 S&S EAT8 Feel,Turisme,32
11849,XANTIA Break 1.8i X,Turisme,32
11850,XANTIA Break 1.9 TD,Turisme,32
11851,XANTIA Break 2.0i SX,Turisme,32
11852,XANTIA Break 2.0i Turbo VSX,Turisme,32
11853,XANTIA Break 2.1 TD,Turisme,32
11854,XANTIA Break II 1.8i 16v SX,Turisme,32
11855,XANTIA Break II 1.9 TD SD SX,Turisme,32
11856,XANTIA Break II 1.9 TD SX,Turisme,32
11857,XANTIA Break II 2.0 HDI 110 SX,Turisme,32
11858,XANTIA Break II 2.0 HDI 90 SX,Turisme,32
11859,XANTIA Break II 2.0i 16v SX,Turisme,32
11860,XANTIA II 1.6i X,Turisme,32
11861,XANTIA II 1.8i 16v SX / Seduction / Image,Turisme,32
11862,XANTIA II 1.8i 16v SX Aut / Attraction / Plaisir,Turisme,32
11863,XANTIA II 1.8i 16v SX GPl,Turisme,32
11864,XANTIA II 1.8i 16v SX Plus Aut,Turisme,32
11865,XANTIA II 1.9 TD Seduction,Turisme,32
11866,XANTIA II 1.9 TD SX / SD SX,Turisme,32
11867,XANTIA II 1.9 TD SX Aut / Exclusive,Turisme,32
11868,XANTIA II 2.0 HDI 110 Activa,Turisme,32
11869,XANTIA II 2.0 HDI 110 Exclusive,Turisme,32
11870,XANTIA II 2.0 HDI 110 Seduction/Image/Attraction/Plaisir/Plaisir Plus,Turisme,32
11871,XANTIA II 2.0 HDI 90 Plaisir Plus,Turisme,32
11872,XANTIA II 2.0 HDI 90 SX / Image / Attraction / Plaisir,Turisme,32
11873,XANTIA II 2.0i 16v CT Activa,Turisme,32
11874,XANTIA II 2.0i 16v Exclusive,Turisme,32
11875,XANTIA II 2.0i 16v SX / Image / Attraction / Seduction / Plaisir,Turisme,32
11876,XANTIA II 2.0i 16v SX Aut,Turisme,32
11877,XANTIA II 2.0i V6 Activa / Exclusive Aut,Turisme,32
11878,XANTIA II 2.1 TD Activa,Turisme,32
11879,XANTIA II 2.1 TD Exclusive,Turisme,32
11880,XANTIA II 2.1 TD SX,Turisme,32
11881,XSARA 1.4 HDi SX / Magic,Turisme,32
11882,XSARA 1.4 HDi Vivace,Turisme,32
11883,XSARA 1.4i A/X / lX / SX,Turisme,32
11884,XSARA 1.4i SX / Magic / Satisfaction,Turisme,32
11885,XSARA 1.4i Vivace,Turisme,32
11886,XSARA 1.6i 16v Premier Aut / Exclusive,Turisme,32
11887,XSARA 1.6i 16v SX / Magic / Satisfaction,Turisme,32
11888,XSARA 1.6i 16v SX Aut / Vivace / Premier,Turisme,32
11889,XSARA 1.6i Exclusive Aut,Turisme,32
11890,XSARA 1.6i lX,Turisme,32
11891,XSARA 1.6i SX / Seduction / Tonic / Image / Attraction / Exclusive,Turisme,32
11892,XSARA 1.8i Exclusive / VTS,Turisme,32
11893,XSARA 1.9 D SX / Vivace / Premier,Turisme,32
11894,XSARA 1.9 D X / lX / SX / Seduction / Tonic / Image / Attraction,Turisme,32
11895,XSARA 1.9 HDI Satisfaction,Turisme,32
11896,XSARA 1.9 TD Exclusive,Turisme,32
11897,XSARA 1.9 TD lX / SX / Seduction / Tonic / Image / Attraction,Turisme,32
11898,XSARA 2.0 HDI Exclusive,Turisme,32
11899,XSARA 2.0 HDI Exclusive (90CV) / Premier (110CV),Turisme,32
11900,XSARA 2.0 HDI SX (110CV) / Magic / Vivace / Premier (90CV),Turisme,32
11901,XSARA 2.0 HDI SX (90CV) / Satisfaction,Turisme,32
11902,XSARA 2.0 HDI SX / Image / Attraction,Turisme,32
11903,XSARA 2.0 HDI SX Aut (110CV)/Exclusive(110CV)/Premier Aut(110CV),Turisme,32
11904,XSARA 2.0i 16v Exclusive,Turisme,32
11905,XSARA Break 1.4 HDi Vivace,Turisme,32
11906,XSARA Break 1.4i lX,Turisme,32
11907,XSARA Break 1.6i 16v Premier / Exclusive,Turisme,32
11908,XSARA Break 1.6i 16v SX,Turisme,32
11909,XSARA Break 1.6i lX / SX,Turisme,32
11910,XSARA Break 1.8i 16v Exclusive,Turisme,32
11911,XSARA Break 1.9 D lX / SX / Seduction / Image,Turisme,32
11912,XSARA Break 1.9 D Premier,Turisme,32
11913,XSARA Break 1.9 D SX,Turisme,32
11914,XSARA Break 1.9 TD lX / SX / Seduction / Image,Turisme,32
11915,XSARA Break 2.0 HDI Premier (110CV),Turisme,32
11916,XSARA Break 2.0 HDI Satisfaction,Turisme,32
11917,XSARA Break 2.0 HDI SX (110CV) / Premier (90CV) / Exclusive,Turisme,32
11918,XSARA Break 2.0 HDI SX (90CV) / Magic,Turisme,32
11919,XSARA Break 2.0 HDI SX / Image,Turisme,32
11920,XSARA Coupé 1.4 HDi VTR / Magic / Exclusive,Turisme,32
11921,XSARA Coupé 1.4i Magic,Turisme,32
11922,XSARA Coupé 1.4i VTR / Satisfaction,Turisme,32
11923,XSARA Coupé 1.6i 16v Premier,Turisme,32
11924,XSARA Coupé 1.6i 16v VTR / Magic / Satisfaction,Turisme,32
11925,XSARA Coupé 1.6i 16v VTS (110CV),Turisme,32
11926,XSARA Coupé 1.6i 16v VTS (167CV),Turisme,32
11927,XSARA Coupé 1.6i lX / SX / Seduction / Tonic / VTR,Turisme,32
11928,XSARA Coupé 1.8i,Turisme,32
11929,XSARA Coupé 1.9 D Premier,Turisme,32
11930,XSARA Coupé 1.9 D SX / VTR,Turisme,32
11931,XSARA Coupé 1.9 D VTR,Turisme,32
11932,XSARA Coupé 1.9 TD lX / SX / Seducction / Tonic / VTR,Turisme,32
11933,XSARA Coupé 1.9 TD VTS,Turisme,32
11934,XSARA Coupé 2.0,Turisme,32
11935,XSARA Coupé 2.0 HDI VTR,Turisme,32
11936,XSARA Coupé 2.0 HDI VTR (110CV) / Premier,Turisme,32
11937,XSARA Coupé 2.0 HDI VTR (90CV) / Magic / Satisfaction,Turisme,32
11938,XSARA Coupé 2.0 HDI VTS,Turisme,32
11939,XSARA Coupé 2.0 HDI VTS (108CV),Turisme,32
11940,XSARA Coupé 2.0 HDI VTS (90CV),Turisme,32
11941,XSARA PICASSO 1.6 HDI Exclusive / Exclusive FAP / Exclusive-07,Turisme,32
11942,XSARA PICASSO 1.6 HDI Exclusive / Exclusive-07 92CV,Turisme,32
11943,XSARA PICASSO 1.6 HDI Exclusive Plus / Exclusive Plus FAP,Turisme,32
11944,XSARA PICASSO 1.6 HDI Exclusive Plus 92CV,Turisme,32
11945,XSARA PICASSO 1.6 HDI LX PLus,Turisme,32
11946,XSARA PICASSO 1.6 HDI LX PLus 92,Turisme,32
11947,XSARA PICASSO 1.6 HDI SX 92,Turisme,32
11948,XSARA PICASSO 1.6 HDI SX Top 92CV,Turisme,32
11949,XSARA PICASSO 1.6 HDI SX Top FAP,Turisme,32
11950,XSARA PICASSO 1.6 HDI SX/Satisfaction DVD-PLus-PLus DVD/SX Top,Turisme,32
11951,XSARA PICASSO 1.6 HDI X 110CV,Turisme,32
11952,XSARA PICASSO 1.6 HDI X 92CV,Turisme,32
11953,XSARA PICASSO 1.6i,Turisme,32
11954,XSARA PICASSO 1.6i 95 / X,Turisme,32
11955,XSARA PICASSO 1.6i 95 Exclusive / SX,Turisme,32
11956,XSARA PICASSO 1.6i Exclusive 110CV,Turisme,32
11957,XSARA PICASSO 1.6i Exclusive-07 110,Turisme,32
11958,XSARA PICASSO 1.6i LX PLus 110,Turisme,32
11959,XSARA PICASSO 1.6i SX /Satisfaction II-Plus /95 Exclusive /SX Top,Turisme,32
11960,XSARA PICASSO 1.6i SX 110,Turisme,32
11961,XSARA PICASSO 1.6i SX Top 110CV,Turisme,32
11962,XSARA PICASSO 1.6i X,Turisme,32
11963,XSARA PICASSO 1.6i X 110CV,Turisme,32
11964,XSARA PICASSO 1.8i 16v,Turisme,32
11965,XSARA PICASSO 1.8i 16v Satisfaction Plus / Exclusive,Turisme,32
11966,XSARA PICASSO 1.8i 16v SX / Satisfaction / SX Top,Turisme,32
11967,XSARA PICASSO 1.8i Exclusive / 16v SX,Turisme,32
11968,XSARA PICASSO 2.0 HDI / X,Turisme,32
11969,XSARA PICASSO 2.0 HDI Exclusive,Turisme,32
11970,XSARA PICASSO 2.0 HDI Exclusive Plus,Turisme,32
11971,XSARA PICASSO 2.0 HDI Exclusive Plus (2000),Turisme,32
11972,XSARA PICASSO 2.0 HDI SX / SX PLus / Vivace / Vivace PLus,Turisme,32
11973,XSARA PICASSO 2.0 HDI SX/Satisfaction DVD-PLus-PLus DVD/SX Top,Turisme,32
11974,XSARA PICASSO 2.0 HDI X,Turisme,32
11975,XSARA PICASSO 2.0i 16v Exclusive CAS,Turisme,32
11976,XSARA PICASSO 2.0i Exclusive CAS,Turisme,32
11977,ZX Break 1.4i+,Turisme,32
11978,ZX Break 1.8i,Turisme,32
11979,ZX Break 1.8i 16v,Turisme,32
11980,ZX Break 1.9 D,Turisme,32
11981,ZX Break 1.9 TD,Turisme,32
11982,C6 Convertible 6.2 V8,Turisme,36
11983,C6 Convertible 6.2 V8 Aut,Turisme,36
11984,C6 Coupe 6.2 V8,Turisme,36
11985,C6 Coupe 6.2 V8 Aut,Turisme,36
11986,C6 Coupe 6.2 V8 Comp,Turisme,36
11987,C6 Coupe 6.2 V8 Comp. Aut,Turisme,36
11988,C6 Coupe 6.2 V8 Per.Ed.Aut,Turisme,36
11989,C6 Coupe Z06,Turisme,36
11990,C6 Coupe ZR1,Turisme,36
11991,ATECA 2.0 TSI 221kW (300CV) 4Drive DSG,Turisme,37
11992,CUPRA Ateca 2.0 TSI 140 KW (190 CV) DSG 4Drive,Turisme,37
11993,CUPRA ATECA VZ 2.0 TSI 221kW (300CV) 4Drive DSG,Turisme,37
11994,CUPRA Born 170kW (231CV) 59kWh e-Boost Pack,Turisme,37
11995,CUPRA Born 170kW (231CV) 59kWh e-Boost Pack Advanced Plus,Turisme,37
11996,CUPRA Born 170kW (231CV) 77kWh e-Boost Pack + Battery Pack,Turisme,37
11997,CUPRA Born 170kW (231CV) 77kWh e-Boost Pack + Battery Pack Advanced Plus,Turisme,37
11998,CUPRA Born VZ 240kW (326CV) 79kWh e-Boost Pack,Turisme,37
11999,CUPRA Born VZ 240kW (326CV) 79kWh e-Boost Pack Advanced Plus,Turisme,37
12000,Cupra Leon 1.5 eTSI 110 KW (150 CV) DSG 7 vel,Turisme,37
12001,Cupra Leon 1.5 TSI 110kW (150 CV) Man,Turisme,37
12002,Cupra Leon 1.5 TSI e-HYBRID 150 KW (204 CV) DSG 6 vel,Turisme,37
12003,Cupra Leon Sportstourer 1.5 eTSI 110 KW (150 CV) DSG 7 vel,Turisme,37
12004,Cupra Leon Sportstourer 1.5 TSI 110kW (150 CV) Man,Turisme,37
12005,Cupra Leon Sportstourer 1.5 TSI e-HYBRID 150 KW (204 CV) DSG 6 vel,Turisme,37
12006,CUPRA Leon Sportstourer VZ 1.5 TSI e-HYBRID 200 KW (272 CV) DSG,Turisme,37
12007,CUPRA Leon Sportstourer VZ 2.0 TSI 245 KW (333 CV) DSG 4WD,Turisme,37
12008,CUPRA Leon VZ 1.5 TSI e-HYBRID 200 KW (272 CV) DSG,Turisme,37
12009,CUPRA Leon VZ 2.0 TSI 221 KW (300 CV) DSG,Turisme,37
12010,CUPRA Tavascan 77kWh 210kW (286CV),Turisme,37
12011,CUPRA Tavascan 77kWh 210kW (286CV) FIRST EDITION,Turisme,37
12012,CUPRA Tavascan VZ 77kWh 250kW (340CV) Dual-Motor All-Wheel Drive,Turisme,37
12013,CUPRA Tavascan VZ 77kWh 250kW (340CV) Dual-Motor All-Wheel Drive FIRST EDITION,Turisme,37
12014,CUPRA Terramar 1.5 e-Hybrid 150kW (204CV) DSG,Turisme,37
12015,CUPRA Terramar 1.5 eTSI 110kW (150CV) DSG,Turisme,37
12016,CUPRA Terramar 2.0 TSI 150kW (204CV) DSG 4Drive,Turisme,37
12017,CUPRA Terramar VZ 1.5 e-Hybrid 200kW (272CV) DSG,Turisme,37
12018,CUPRA Terramar VZ 2.0 TSI 195kW (265CV) DSG 4Drive,Turisme,37
12019,Formentor 1.5 e-HYBRID 150 KW (204 CV) DSG 6 vel,Turisme,37
12020,Formentor 1.5 eTSI 110 KW (150 CV) DSG 7 vel,Turisme,37
12021,Formentor 1.5 TSI 110 KW (150 CV) 6vel,Turisme,37
12022,Formentor 2.0 TDI 110 KW (150 CV) DSG 7 vel,Turisme,37
12023,Formentor VZ 1.5 e-HYBRID 200 KW (272 CV) DSG 6 vel,Turisme,37
12024,Formentor VZ 2.0 TSI 195 KW (265 CV) DSG 7 vel,Turisme,37
12025,Formentor VZ 2.0 TSI 245 KW (333 CV) DSG 7 vel 4 Drive,Turisme,37
12026,Ateca 2.0 TSI 190 4Drive 5p S/S DSG7,Turisme,37
12027,ATECA 2.0 TSI 221kW (300CV) 4Drive DSG IMPULSE,Turisme,37
12028,ATECA 2.0 TSI 300 4Drive Aut. 7V,Turisme,37
12029,BORN 150 KW 58/62 KWH,Turisme,37
12030,BORN 170 KW 58/62 KWH,Turisme,37
12031,BORN 170 KW 77/82 KWH,Turisme,37
12032,Formentor 1.4 e-Hybrid 150kW (204 CV) DSG,Turisme,37
12033,Formentor 1.4 e-Hybrid 180kW (245 CV) VZ DSG,Turisme,37
12034,Formentor 1.5 TSI 110kW (150 CV),Turisme,37
12035,Formentor 1.5 TSI 110kW (150 CV) DSG,Turisme,37
12036,Formentor 2.0 TDI 110kW (150 CV),Turisme,37
12037,Formentor 2.0 TDI 110kW (150 CV) 4Drive DSG,Turisme,37
12038,Formentor 2.0 TSI 140kW (190 CV) 4Drive DSG,Turisme,37
12039,Formentor 2.0 TSI 180kW (245 CV) VZ DSG,Turisme,37
12040,Formentor 2.0 TSI 228kW (310 CV) 4Drive DSG,Turisme,37
12041,Formentor 2.0 TSI 228kW) 4Drive DSG L Ed Graphene,Turisme,37
12042,Formentor 2.0 TSI 228kW) 4Drive DSG L Ed Petrol M,Turisme,37
12043,Formentor VZ5 2.5 TSI 287kW (390 CV) DSG 7 vel 4Drive,Turisme,37
12044,Formentor VZ5 2.5 TSI 287kW (390 CV) DSG 7 vel 4Drive TAIGA GREY,Turisme,37
12045,Leon 1.4 TSI e-HYBRID 150kW (204CV) DSG,Turisme,37
12046,Leon 1.5 eTSI DSG 110kW (150CV),Turisme,37
12047,Leon 2.0 TSI DSG 140kW (190CV),Turisme,37
12048,Leon Sportstourer 1.4 TSI e-HYBRID 150kW (204CV) DSG,Turisme,37
12049,Leon Sportstourer 1.5 eTSI DSG 110kW (150CV),Turisme,37
12050,Leon Sportstourer 2.0 TSI DSG 140kW (190CV),Turisme,37
12051,Leon Sportstourer VZ 1.4 TSI e-HYBRID 180kW (245CV) DSG,Turisme,37
12052,Leon Sportstourer VZ 2.0 TSI 180kW (245CV) DSG,Turisme,37
12053,Leon Sportstourer VZ 2.0 TSI 221kW (300CV) DSG,Turisme,37
12054,Leon Sportstourer VZ 2.0 TSI 228kW (310CV) DSG 4Drive,Turisme,37
12055,Leon Sportstourer VZ CUP (Azul) 1.4 TSI e-HYBRID 180kW (245CV) DSG,Turisme,37
12056,Leon Sportstourer VZ CUP (Azul) 2.0 TSI 221kW (300CV) DSG,Turisme,37
